City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,murehwa,-17.6432,31.784,11.03,53,27,1.19,ZW,1686614979
281,kill devil hills,36.0307,-75.676,26.0,93,0,9.26,US,1686614823
282,zhosaly,45.4878,64.0781,23.31,26,13,5.75,KZ,1686614980
283,sitka,57.0531,-135.33,12.94,62,75,7.2,US,1686614909
284,horta,38.5333,-28.6333,18.9,97,51,1.79,PT,1686614911
285,la mohammedia,36.6745,10.1563,21.61,56,73,1.85,TN,1686614981
286,guarapari,-20.6667,-40.4975,23.83,88,27,4.42,BR,1686614981
287,novodvinsk,64.4165,40.8122,13.34,57,91,4.07,RU,1686614981
288,bozeman,45.6796,-111.0386,18.43,81,75,1.54,US,1686614982
289,coahuayana de hidalgo,18.7,-103.6583,30.02,57,50,3.04,MX,1686614982
290,jumla,29.2747,82.1838,15.35,90,97,0.88,NP,1686614982
291,taltal,-25.4,-70.4833,13.54,79,25,1.76,CL,1686614982
292,loei,17.4167,101.5,19.29,96,100,1.25,TH,1686614983
293,mgandu,-5.95,34.1333,14.67,68,20,1.98,TZ,1686614983
294,saint-pierre,-21.3393,55.4781,23.09,73,0,2.57,RE,1686614983
295,mili,6.0815,171.735,28.25,80,100,8.16,MH,1686614983
296,st. john's,47.5649,-52.7093,7.76,92,100,6.69,CA,1686614984
297,zhangjiakou shi xuanhua qu,40.6103,115.0447,21.32,43,2,3.21,CN,1686614984
298,iwon-up,40.3231,128.6553,17.51,88,100,0.94,KP,1686614984
299,palencia,42.4167,-4.5,13.22,90,96,0.36,ES,1686614984
300,bechar,31.6167,-2.2167,27.84,27,1,3.19,DZ,1686614985
301,pariaman,-0.619,100.12,24.03,85,76,1.51,ID,1686614844
302,cuito,-12.3833,16.9333,12.29,48,3,1.98,AO,1686614925
303,mont-dore,-22.2833,166.5833,24.99,99,0,3.54,NC,1686614985
304,el calafate,-50.3408,-72.2768,0.74,68,100,2.04,AR,1686614986
305,raja,8.4596,25.678,20.77,95,78,2.27,SS,1686614986
306,san borja,-14.8167,-66.85,13.11,88,100,3.3,BO,1686614834
307,nagasaki,32.7447,129.8736,23.8,83,100,0.54,JP,1686614987
308,fort madison,40.6298,-91.3151,23.38,35,49,3.6,US,1686614800
309,dikwa,12.024,13.9165,29.59,54,55,2.87,NG,1686614987
310,mariental,-24.6333,17.9667,8.31,52,0,1.65,NA,1686614987
311,kalibo (poblacion),11.7061,122.3644,27.32,70,99,1.78,PH,1686614988
312,capao da canoa,-29.7456,-50.0097,10.07,67,76,4.76,BR,1686614910
313,akureyri,65.6835,-18.0878,13.33,65,83,0.28,IS,1686614988
314,sinjar,36.3209,41.8754,25.43,39,6,3.61,IQ,1686614988
315,kismayo,-0.3582,42.5454,25.49,82,47,6.12,SO,1686614989
316,morondava,-20.2833,44.2833,18.83,87,0,3.34,MG,1686614989
317,dili,-8.5586,125.5736,26.52,47,74,0.82,TL,1686614889
318,del rio,29.3627,-100.8968,37.06,46,0,11.18,US,1686614989
319,manoc-manoc,11.9416,121.9428,28.74,78,100,4.72,PH,1686614990
320,altamont,42.2068,-121.7372,27.91,35,0,6.69,US,1686614990
321,masterton,-40.9597,175.6575,11.6,67,6,2.18,NZ,1686614990
322,callao,-12.0667,-77.15,21.51,73,0,9.26,PE,1686614870
323,howrah,22.5892,88.3103,28.0,94,40,1.54,IN,1686614930
324,lashio,22.9333,97.75,21.11,97,100,0.36,MM,1686614991
325,isangel,-19.55,169.2667,23.92,69,67,5.74,VU,1686614919
326,san fernando de apure,7.8878,-67.4724,24.68,93,77,0.96,VE,1686614992
327,okha,53.5739,142.9478,7.11,92,100,3.44,RU,1686614992
328,nyurba,63.2842,118.3319,12.3,41,36,2.43,RU,1686614992
329,abepura,-2.6333,140.5833,27.45,78,40,1.03,ID,1686614992
330,malkerns,-26.5667,31.1833,12.59,76,62,3.01,SZ,1686614993
331,petropavlovsk-kamchatsky,53.0452,158.6483,21.33,37,0,1.0,RU,1686614993
332,bodo,67.28,14.405,8.21,89,100,8.23,NO,1686614994
333,manokwari,-0.8667,134.0833,26.87,79,80,0.21,ID,1686614994
334,clinton,42.587,-82.9199,17.16,64,96,3.13,US,1686614994
335,pacific grove,36.6177,-121.9166,20.36,77,0,6.69,US,1686614995
336,lijiang,26.8688,100.2207,12.45,94,98,0.65,CN,1686614995
337,kattivakkam,13.2167,80.3167,30.04,75,95,6.21,IN,1686614995
338,fort st. john,56.2499,-120.8529,23.94,35,100,6.69,CA,1686614771
339,guaruja,-23.9931,-46.2564,22.72,26,91,5.77,BR,1686614996
340,labytnangi,66.6572,66.4183,4.93,56,53,2.81,RU,1686614996
341,villas,26.5504,-81.8687,31.12,73,0,4.63,US,1686614996
342,sinabang,2.4803,96.3801,26.7,79,85,0.23,ID,1686614997
343,vila do maio,15.1333,-23.2167,24.02,89,90,6.51,CV,1686614997
344,kavaratti,10.5669,72.642,29.39,75,94,9.93,IN,1686614727
345,banyo,6.75,11.8167,17.86,97,93,1.69,CM,1686614998
346,black point,-34.6187,137.8972,13.81,66,17,10.44,AU,1686614998
347,saint-philippe,-21.3585,55.7679,21.77,77,1,3.2,RE,1686614998
348,bamboo flat,11.7,92.7167,27.89,85,96,8.0,IN,1686614998
349,labrador city,52.9463,-66.9114,18.95,32,20,2.06,CA,1686614783
350,salekhard,66.53,66.6019,4.75,57,49,3.32,RU,1686614999
351,margate,51.3813,1.3862,15.94,77,21,2.24,GB,1686614999
352,vilyuchinsk,52.9306,158.4028,22.15,49,0,2.28,RU,1686614932
353,biharamulo,-2.6319,31.3089,17.22,70,73,0.87,TZ,1686615000
354,papao,-17.75,-149.55,29.82,68,3,8.91,PF,1686615000
355,zhangye,38.9342,100.4517,24.37,19,0,4.18,CN,1686615000
356,anloga,5.7947,0.8973,26.32,70,16,5.57,GH,1686615001
357,riviere-du-loup,47.8304,-69.5342,16.6,73,39,0.31,CA,1686615001
358,tsiombe,-25.3,45.4833,17.72,97,20,2.06,MG,1686614964
359,quepos,9.4236,-84.1652,27.44,85,80,0.77,CR,1686614733
360,santa terezinha,-29.9002,-50.0904,9.74,68,81,4.37,BR,1686615002
361,coquimbo,-29.9533,-71.3436,10.85,81,40,2.57,CL,1686614421
362,kaiyuan,23.6977,103.3037,20.11,93,97,1.53,CN,1686615003
363,tyukhtet,56.5389,89.3011,11.9,76,85,3.21,RU,1686615003
364,humaita,-7.5061,-63.0208,25.27,87,97,1.09,BR,1686615004
365,nizhniy kuranakh,58.8353,125.4869,4.35,98,100,0.6,RU,1686615004
366,poli,-3.3333,36.8,13.03,93,43,1.25,TZ,1686615004
367,erenhot,43.6475,111.9767,22.26,29,39,1.41,CN,1686615004
368,ialibu,-6.2821,143.9935,18.14,82,91,1.13,PG,1686615005
369,mitu,1.1983,-70.1733,24.19,91,96,0.36,CO,1686615005
370,suozhen,36.9539,118.1047,26.03,40,47,2.53,CN,1686615005
371,sainte-anne-des-monts,49.124,-66.4924,16.62,75,2,2.23,CA,1686615005
372,thinadhoo,0.5333,72.9333,28.7,72,72,5.15,MV,1686615006
373,ancud,-41.8697,-73.8203,5.43,86,9,1.97,CL,1686615006
374,mahajanga,-15.7167,46.3167,21.31,81,0,1.56,MG,1686615007
375,manchar,19.0,73.9333,24.63,75,45,4.94,IN,1686615007
376,santander,43.4647,-3.8044,18.66,96,86,1.03,ES,1686615008
377,vila velha,-20.3297,-40.2925,23.86,87,40,2.68,BR,1686615008
378,anupgarh,29.1911,73.2086,34.21,38,0,8.04,IN,1686615008
379,san angelo,31.4638,-100.437,33.12,55,0,9.77,US,1686615009
380,teknaf,20.8624,92.3058,26.64,89,100,4.38,BD,1686615009
381,malango,-2.9627,119.9001,22.69,86,58,0.63,ID,1686615009
382,manay,7.215,126.5397,28.73,68,93,0.57,PH,1686615009
383,stolin,51.8912,26.846,10.6,97,100,3.31,BY,1686615010
384,daru,-9.0763,143.2092,26.46,88,86,5.72,PG,1686615010
385,alaghsas,17.0187,8.0168,31.98,35,70,2.8,NE,1686614933
386,magadan,59.5667,150.8,18.63,87,99,4.06,RU,1686615010
387,salinopolis,-0.6136,-47.3561,26.33,85,60,5.69,BR,1686614824
388,kitui,-1.367,38.0106,14.89,94,39,1.59,KE,1686615011
389,argo,37.6333,22.7333,18.21,77,81,1.28,GR,1686614933
390,kimberley,-28.7323,24.7623,5.84,73,47,4.46,ZA,1686615012
391,tsetserleg,47.475,101.4542,16.58,63,100,0.33,MN,1686615012
392,monticello,45.3055,-93.7941,26.97,25,40,4.63,US,1686615012
393,vrangel',42.7297,133.0839,14.97,89,100,1.83,RU,1686615013
394,san luis,-33.295,-66.3356,4.59,35,0,3.53,AR,1686615013
395,san rafael,-34.6177,-68.3301,5.72,28,0,2.68,AR,1686614946
396,kudahuvadhoo,2.6708,72.8944,28.65,76,44,6.65,MV,1686615013
397,quellon,-43.1167,-73.6167,5.04,83,15,2.19,CL,1686615014
398,banjarmasin,-3.3244,114.591,25.08,88,95,1.05,ID,1686614627
399,hwange,-18.3693,26.5019,19.34,45,67,1.73,ZW,1686614743
400,monrovia,6.3005,-10.7969,24.87,82,99,5.65,LR,1686615015
401,kanniyakumari,8.0833,77.5667,27.24,81,99,7.72,IN,1686615015
402,echuca,-36.1333,144.75,10.54,93,91,3.85,AU,1686615015
403,diekholzen,52.0962,9.9195,16.51,87,0,1.5,DE,1686614718
404,puerto rico,-26.796,-55.024,11.4,51,100,2.76,AR,1686614831
405,payocpoc sur,16.4944,120.3281,28.05,84,100,5.88,PH,1686615016
406,beloyarskiy,63.7119,66.6722,4.34,67,24,1.95,RU,1686614941
407,aldinga beach,-35.2793,138.4604,14.26,75,58,10.85,AU,1686614803
408,benghazi,32.1167,20.0667,21.64,84,0,3.86,LY,1686615017
409,la charite-sur-loire,47.1833,3.0167,18.9,90,99,1.26,FR,1686615017
410,pelabuhan klang,3.0,101.4,26.12,84,28,3.27,MY,1686615017
411,port alfred,-33.5906,26.891,11.21,82,89,0.45,ZA,1686615018
412,nguigmi,14.2495,13.1092,30.02,56,0,3.11,NE,1686615018
413,bolgar,54.95,49.0667,10.29,75,47,4.71,RU,1686615018
414,iguape,-24.7081,-47.5553,18.02,93,100,8.07,BR,1686615019
415,chegdomyn,51.1167,133.0167,21.43,53,32,1.33,RU,1686614881
416,san luis de la loma,17.2706,-100.8939,30.32,65,6,4.19,MX,1686615019
417,susuman,62.7833,148.1667,18.48,59,100,1.09,RU,1686615020
418,tongouson,5.0214,120.1328,29.01,72,17,2.84,PH,1686615020
419,aydincik,36.1437,33.3202,21.43,80,2,1.01,TR,1686615021
420,narni,42.5171,12.5231,18.56,89,7,1.24,IT,1686615021
421,hasaki,35.7333,140.8333,23.45,94,99,7.77,JP,1686614838
422,al ghayzah,16.2079,52.176,28.32,90,98,0.64,YE,1686615022
423,chifeng,42.2683,118.9636,18.89,59,48,3.86,CN,1686615022
424,kapa'a,22.0752,-159.319,28.99,78,40,5.14,US,1686614823
425,poronaysk,49.2167,143.1167,8.45,98,100,2.38,RU,1686615022
426,dubbo,-32.25,148.6167,14.07,82,40,6.17,AU,1686615023
427,ust'-ilimsk,58.0006,102.6619,11.9,51,100,2.73,RU,1686615023
428,ploudalmezeau,48.5333,-4.65,14.6,94,100,2.57,FR,1686615023
429,tarboro,35.8968,-77.5358,22.95,88,100,0.0,US,1686615023
430,iskushuban,10.2837,50.23,31.15,37,79,10.76,SO,1686615024
431,aswan,24.0934,32.907,32.61,23,0,1.54,EG,1686614786
432,mitsamiouli,-11.3847,43.2844,25.21,65,2,2.24,KM,1686615024
433,balikpapan,-1.2675,116.8289,26.55,89,20,2.06,ID,1686615024
434,prado,-17.3411,-39.2208,22.71,84,0,3.33,BR,1686614809
435,lynn haven,30.2455,-85.6483,28.06,77,40,5.66,US,1686615025
436,hazro city,33.9091,72.4921,29.2,41,5,1.82,PK,1686615025
437,gazli,40.1333,63.45,27.11,16,4,3.65,UZ,1686615025
438,happy valley-goose bay,53.3168,-60.3315,14.0,54,96,1.13,CA,1686615026
439,datong,40.0936,113.2914,20.33,36,1,3.94,CN,1686615026
440,leava,-14.3,-178.1667,27.15,81,89,5.55,WF,1686615027
441,harper,4.375,-7.7169,25.35,78,67,4.17,LR,1686615027
442,cidreira,-30.1811,-50.2056,9.7,65,88,4.08,BR,1686615027
443,alta,69.9689,23.2717,10.59,60,100,8.75,NO,1686614886
444,nadym,65.5333,72.5167,1.36,72,55,6.36,RU,1686615028
445,west point,33.6076,-88.6503,26.23,65,0,2.57,US,1686615028
446,tomatlan,19.9333,-105.25,29.95,59,8,4.86,MX,1686615028
447,rio grande,-32.035,-52.0986,8.81,61,1,4.34,BR,1686615028
448,the pas,53.8251,-101.2541,27.74,35,41,2.62,CA,1686615019
449,quelimane,-17.8786,36.8883,18.5,90,0,3.33,MZ,1686615029
450,yuzhno-kurilsk,44.0306,145.8556,11.78,97,100,4.0,RU,1686615029
451,macapa,0.0389,-51.0664,26.99,100,40,1.54,BR,1686614663
452,macheng,31.1783,115.0319,23.6,82,100,1.71,CN,1686615030
453,olyokminsk,60.3736,120.4264,10.95,39,11,3.2,RU,1686615030
454,kolpashevo,58.3131,82.9089,8.33,70,4,3.55,RU,1686615030
455,princeville,45.7668,-61.2985,16.84,73,4,1.32,CA,1686615031
456,micheweni,-4.9667,39.8333,24.94,75,2,5.27,TZ,1686615031
457,vuktyl,63.8567,57.3094,8.08,82,99,3.27,RU,1686615031
458,wanganui,-39.9333,175.05,13.11,68,3,0.89,NZ,1686615032
459,kruisfontein,-34.0033,24.7314,11.05,66,100,5.17,ZA,1686615032
460,ostroleka,53.0862,21.5757,10.52,86,100,3.43,PL,1686615032
461,trairi,-3.2778,-39.2689,25.41,83,3,4.23,BR,1686614895
462,forbes,-33.3833,148.0167,16.07,64,36,5.39,AU,1686615033
463,angaur state,6.906,134.13,27.17,82,100,4.14,PW,1686615033
464,pueblo nuevo,23.3833,-105.3833,25.43,43,1,3.16,MX,1686615033
465,dosso,13.049,3.1937,28.75,64,92,2.2,NE,1686615034
466,palora,-1.7,-77.9333,19.88,96,53,1.14,EC,1686615034
467,lazaro cardenas,17.9583,-102.2,29.76,61,7,5.26,MX,1686615034
468,hadibu,12.65,54.0333,28.13,79,100,9.37,YE,1686614916
469,goundam,16.4145,-3.6708,29.98,51,50,4.34,ML,1686615035
470,irymple,-34.25,142.1667,11.72,83,35,0.89,AU,1686615035
471,punta del este,-34.9667,-54.95,11.65,70,20,4.92,UY,1686615036
472,carbondale,37.7273,-89.2168,22.25,49,40,2.57,US,1686614807
473,half moon,34.826,-77.4594,24.48,85,75,6.17,US,1686615036
474,tangalle,6.024,80.7911,26.5,84,99,5.42,LK,1686615037
475,lerwick,60.1545,-1.1494,12.0,94,76,3.08,GB,1686615037
476,kerikeri,-35.2268,173.9474,16.62,90,2,2.24,NZ,1686614958
477,yarmouth,41.7057,-70.2286,20.64,84,100,3.6,US,1686615037
478,kaya,13.0917,-1.0844,27.27,64,96,3.1,BF,1686615037
479,sinazongwe,-17.2614,27.4618,20.55,42,8,1.68,ZM,1686615038
480,barguzin,53.6167,109.6167,10.67,94,100,3.24,RU,1686615038
481,den burg,53.0542,4.7972,20.53,60,40,3.09,NL,1686615038
482,tsaratanana,-16.7833,47.65,18.57,68,1,1.33,MG,1686615039
483,flagstaff,35.1981,-111.6513,19.81,36,75,7.72,US,1686615039
484,kampene,-3.6,26.6667,20.36,87,47,0.96,CD,1686615039
485,indiantown,27.0273,-80.4856,29.41,80,82,3.86,US,1686615039
486,alice springs,-23.7,133.8833,12.9,50,1,3.6,AU,1686615008
487,mascote,-15.5631,-39.3025,20.13,99,3,0.64,BR,1686615040
488,mossel bay,-34.1831,22.146,12.87,69,95,4.64,ZA,1686615040
489,karratha,-20.7377,116.8463,19.06,39,2,8.38,AU,1686615041
490,catumbela,-12.4314,13.5472,19.32,88,43,1.06,AO,1686615041
491,geraldton,-28.7667,114.6,8.23,87,0,6.17,AU,1686615041
492,rusape,-18.5278,32.1284,11.94,46,35,3.31,ZW,1686615041
493,phan rang-thap cham,11.5667,108.9833,28.19,68,100,1.8,VN,1686615042
494,itoman,26.1247,127.6694,28.43,91,75,4.63,JP,1686615042
495,port douglas,-16.4833,145.4667,23.64,74,85,1.8,AU,1686615042
496,merritt,50.1123,-120.7942,32.4,21,30,0.34,CA,1686615042
497,charters towers,-20.1,146.2667,21.56,67,30,1.92,AU,1686615043
498,puerto madryn,-42.7692,-65.0385,7.22,48,8,4.17,AR,1686615043
499,villa gesell,-37.2639,-56.973,8.38,76,98,5.7,AR,1686614873
500,kinston,35.2627,-77.5816,25.16,83,75,1.54,US,1686615043
501,santa ana,33.7456,-117.8678,22.03,71,75,2.57,US,1686614765
502,sierra grande,-41.606,-65.3557,5.5,41,1,1.34,AR,1686615044
503,mount isa,-20.7333,139.5,20.87,37,40,2.57,AU,1686615044
504,darhan,49.4867,105.9228,21.53,46,100,0.91,MN,1686615044
505,pimenta bueno,-11.6725,-61.1936,22.81,94,47,1.84,BR,1686615045
506,camabatela,-8.1881,15.375,16.3,97,22,0.97,AO,1686615045
507,cill airne,52.05,-9.5167,13.21,96,57,1.05,IE,1686615045
508,kiunga,-6.1219,141.2906,23.58,99,99,1.44,PG,1686615045
509,terra nova,-12.3667,-40.6667,18.95,71,5,1.98,BR,1686615046
510,bayanhongor,46.7167,100.1167,16.69,39,92,0.59,MN,1686615046
511,zuera,41.8677,-0.7898,20.05,66,76,2.04,ES,1686615046
512,nar'yan-mar,67.6713,53.087,7.12,87,70,4.44,RU,1686615047
513,ratnagiri,16.9833,73.3,27.97,81,58,6.98,IN,1686615047
514,riohacha,11.5444,-72.9072,29.48,66,62,8.27,CO,1686615047
515,yangliuqing,39.1375,116.9997,22.97,40,7,3.16,CN,1686615047
516,laojunmiao,39.8333,97.7333,21.03,21,0,3.67,CN,1686615032
517,mount pearl,47.5166,-52.7813,7.14,92,100,6.69,CA,1686615048
518,inhambane,-23.865,35.3833,20.01,89,2,4.43,MZ,1686615048
519,bengkulu,-3.8004,102.2655,24.35,83,79,1.48,ID,1686614976
520,taunggyi,20.7833,97.0333,18.26,95,79,2.15,MM,1686615049
521,placido de castro,-10.3353,-67.1856,23.41,98,27,0.37,BR,1686615018
522,alenquer,-1.9417,-54.7383,24.66,92,75,1.65,BR,1686615049
523,businga,3.3333,20.8833,21.49,97,86,0.82,CD,1686615049
524,cartagena,10.3997,-75.5144,30.79,74,40,3.09,CO,1686614898
525,avsallar,36.616,31.7806,21.44,82,98,0.55,TR,1686615050
526,upper hutt,-41.1383,175.0502,12.07,67,15,1.97,NZ,1686615051
527,saint-leu,-21.15,55.2833,22.75,86,1,1.94,RE,1686615051
528,richards bay,-28.783,32.0377,16.25,90,46,2.06,ZA,1686615051
529,longonjo,-12.9067,15.2533,13.98,51,8,0.32,AO,1686615052
530,cadale,2.7603,46.3222,26.02,86,70,8.21,SO,1686615052
531,igrim,63.1906,64.4162,5.32,59,10,1.57,RU,1686615052
532,keningau,5.3378,116.1602,24.76,90,94,0.66,MY,1686615052
533,puerto baquerizo moreno,-0.9,-89.6,25.55,89,75,5.14,EC,1686615053
534,barmer,25.75,71.3833,29.57,63,16,6.67,IN,1686615053
535,san isidro,-12.1167,-77.05,21.12,76,0,9.26,PE,1686615053
536,kyzyl-suu,42.3414,78.0056,15.66,59,48,2.58,KG,1686615053
537,siwa oasis,29.2041,25.5195,27.4,38,0,7.73,EG,1686615054
538,kardla,58.9978,22.7492,11.34,61,3,2.06,EE,1686615054
539,penzance,50.1186,-5.5371,15.38,90,9,3.55,GB,1686614965
540,bethanie,-26.4833,17.15,6.66,81,0,0.36,NA,1686615054
541,nema,57.5067,50.5011,5.57,80,1,0.31,RU,1686615055
542,kailua-kona,19.6406,-155.9956,27.98,86,75,5.14,US,1686615055
543,al jawf,29.5,38.75,25.42,28,0,2.9,SA,1686615055
544,sulphur,30.2366,-93.3774,32.11,74,0,5.14,US,1686615055
545,port-gentil,-0.7193,8.7815,24.41,87,98,4.32,GA,1686615056
546,tezu,27.9167,96.1667,24.02,95,98,1.1,IN,1686615056
547,qamdo,31.1667,97.2333,3.61,90,100,0.81,CN,1686615056
548,igarka,67.4667,86.5833,8.53,79,64,5.14,RU,1686615056
549,zhangjiakou,40.81,114.8794,20.35,44,1,3.02,CN,1686615057
550,fundulea,44.4667,26.5167,16.73,72,92,5.21,RO,1686615225
551,ulundi,-28.3352,31.4162,12.64,87,31,1.67,ZA,1686615226
552,linxi,39.7,118.4333,23.56,42,3,2.68,CN,1686615226
553,marsa alam,25.0757,34.8918,30.01,41,0,1.79,EG,1686615226
554,mount gambier,-37.8333,140.7667,10.41,90,100,3.56,AU,1686615226
555,dwarka,22.2394,68.9678,28.71,84,97,15.46,IN,1686615227
556,hammerfest,70.6634,23.6821,6.25,87,100,6.69,NO,1686615142
557,guerrero negro,27.9769,-114.0611,19.67,62,1,9.23,MX,1686614961
